datesold,price,suburb,postcode,lat,lon,parking,bathrooms,bedrooms,propertyType,suburbid
11/03/2008,2000000,Turner,2612,NULL,NULL,2,3,4,house,ACT105
11/03/2008,50000,Rivett,2611,NULL,NULL,5,NULL,3,house,ACT445
12/03/2008,352500,Belconnen,2617,NULL,NULL,1,1,2,house,ACT559
13/03/2008,675000,Kambah,2902,-35.39545822,149.0610962,2,NULL,4,house,ACT601
13/03/2008,646000,Weston,2611,-35.33682632,149.0583038,2,NULL,4,house,ACT441
14/03/2008,50000,Griffith,2603,-35.32461929,149.1374664,2,2,4,house,ACT220
14/03/2008,400000,Nicholls,2913,NULL,NULL,2,3,3,house,ACT708
14/03/2008,655000,Fraser,2615,-35.19179916,149.0495453,7,3,4,house,ACT577
15/03/2008,580000,O'Connor,2602,-35.24767685,149.1682892,2,2,3,house,ACT103
16/03/2008,50000,Red Hill,2603,-35.33355713,149.1294708,2,4,4,house,ACT221
19/03/2008,405000,Holt,2615,NULL,NULL,2,1,3,house,ACT568
20/03/2008,695000,Duffy,2611,-35.33629227,149.0335693,2,NULL,4,house,ACT446
28/03/2008,50000,Banks,2906,-35.466031,149.097765,2,1,3,house,ACT614
28/03/2008,50000,Deakin,2600,-35.31874084,149.1143494,0,1,3,house,ACT215
28/03/2008,50000,Deakin,2600,-35.31367874,149.1080475,1,2,1,house,ACT215
29/03/2008,350000,Florey,2615,NULL,NULL,2,2,3,house,ACT560
2/04/2008,350000,Gordon,2906,-35.461827,149.078899,1,1,3,house,ACT616
3/04/2008,350000,Ngunnawal,2913,NULL,NULL,2,1,3,house,ACT706
8/04/2008,50000,Pearce,2607,-35.36360931,149.0814819,2,NULL,3,house,ACT331
8/04/2008,50000,Kambah,2902,-35.38776016,149.0536194,2,NULL,3,house,ACT601
9/04/2008,420000,Banks,2906,-35.46870041,149.106781,2,2,4,house,ACT614
9/04/2008,503000,Weston,2611,-35.33194351,149.0557861,2,NULL,3,house,ACT441
10/04/2008,380000,Conder,2906,-35.465264,149.107371,2,2,3,house,ACT613
11/04/2008,50000,Conder,2906,-35.463771,149.106525,2,2,4,house,ACT613
11/04/2008,50000,Chisholm,2905,-35.418428,149.115819,3,2,3,house,ACT609
11/04/2008,334000,Gordon,2906,-35.46359634,149.084549,1,1,3,house,ACT616
11/04/2008,395000,Fisher,2611,-35.36230469,149.0500794,2,1,3,house,ACT443
11/04/2008,467500,Spence,2615,-35.20622635,149.0662079,2,2,4,house,ACT576
14/04/2008,50000,Farrer,2607,-35.3736496,149.0943146,2,NULL,3,house,ACT334
14/04/2008,522500,Narrabundah,2604,-35.33490753,149.1424255,0,1,3,house,ACT218
14/04/2008,635000,Nicholls,2913,NULL,NULL,2,2,5,house,ACT708
14/04/2008,690000,McKellar,2617,-35.21804428,149.0726318,2,3,4,house,ACT575
14/04/2008,780000,Fadden,2904,-35.39896011,149.1171112,4,3,4,house,ACT605
15/04/2008,679000,Macarthur,2904,NULL,NULL,2,3,5,house,ACT606
16/04/2008,50000,Chifley,2606,NULL,NULL,1,NULL,4,house,ACT337
17/04/2008,450000,Fisher,2611,-35.35827255,149.0531464,2,2,3,house,ACT443
18/04/2008,467000,Watson,2602,NULL,NULL,1,2,3,house,ACT125
21/04/2008,50000,Narrabundah,2604,-35.32962799,149.1567841,1,2,4,house,ACT218
21/04/2008,649000,Gordon,2906,-35.46797943,149.0895081,2,2,5,house,ACT616
22/04/2008,675000,Kambah,2902,-35.39362717,149.0388794,2,NULL,4,house,ACT601
23/04/2008,50000,Nicholls,2913,NULL,NULL,2,2,4,house,ACT708
23/04/2008,415000,Bonython,2905,NULL,NULL,3,2,3,house,ACT619
23/04/2008,445000,Rivett,2611,NULL,NULL,2,NULL,4,house,ACT445
24/04/2008,292500,Deakin,2600,-35.31607056,149.1073303,1,1,1,house,ACT215
24/04/2008,450000,Downer,2602,-35.24559784,149.1464386,1,2,3,house,ACT124
29/04/2008,680000,Watson,2602,NULL,NULL,2,2,4,house,ACT125
29/04/2008,950000,Ainslie,2602,-35.25733948,149.1512756,2,2,4,house,ACT104
30/04/2008,550000,Isabella Plains,2905,-35.425185,149.0844043,2,2,3,house,ACT612
30/04/2008,485000,Watson,2602,NULL,NULL,2,1,3,house,ACT125
1/05/2008,640000,Bruce,2617,NULL,NULL,2,2,4,house,ACT555
2/05/2008,350000,Flynn,2615,NULL,NULL,1,NULL,3,house,ACT571
2/05/2008,332000,Banks,2906,-35.470977,149.100739,1,1,2,house,ACT614
2/05/2008,622500,Banks,2906,-35.46812439,149.1061249,2,1,4,house,ACT614
2/05/2008,775000,Watson,2602,NULL,NULL,3,2,4,house,ACT125
5/05/2008,575000,Narrabundah,2604,-35.33133316,149.1506805,1,1,2,house,ACT218
5/05/2008,690000,Narrabundah,2604,-35.33770752,149.1456451,2,2,3,house,ACT218
6/05/2008,50000,Kaleen,2617,-35.22118759,149.1099396,3,2,4,house,ACT553
6/05/2008,50000,Narrabundah,2604,-35.33758163,149.1440582,0,2,4,house,ACT218
7/05/2008,600000,Braddon,2612,-35.27560043,149.1411285,1,2,3,house,ACT106
8/05/2008,2000000,Forrest,2603,-35.31581497,149.1259613,2,2,5,house,ACT216
9/05/2008,50000,Monash,2904,NULL,NULL,2,1,3,house,ACT603
9/05/2008,465000,Weston,2611,-35.34516907,149.0666962,0,NULL,3,house,ACT441
12/05/2008,675000,O'Connor,2602,-35.25838852,149.1393585,2,1,3,house,ACT103
12/05/2008,675000,Narrabundah,2604,-35.32765198,149.1463013,1,2,4,house,ACT218
12/05/2008,635000,Banks,2906,-35.469564,149.100315,2,2,5,house,ACT614
12/05/2008,1000000,Turner,2612,NULL,NULL,2,2,4,house,ACT105
13/05/2008,307000,Gordon,2906,-35.45100021,149.0836182,1,1,2,house,ACT616
14/05/2008,450000,Fisher,2611,-35.36310577,149.0599213,1,2,3,house,ACT443
14/05/2008,450000,Fisher,2611,-35.362854,149.0578308,1,2,3,house,ACT443
15/05/2008,350000,Weston,2611,-35.34063721,149.0595856,2,NULL,2,house,ACT441
16/05/2008,442000,Kambah,2902,-35.38037491,149.0728149,2,NULL,3,house,ACT601
16/05/2008,490000,Duffy,2611,-35.33843231,149.033371,2,NULL,3,house,ACT446
17/05/2008,865000,Lyneham,2602,NULL,NULL,4,3,5,house,ACT101
19/05/2008,430000,Chisholm,2905,-35.419644,149.11907,4,2,4,house,ACT609
21/05/2008,50000,Wanniassa,2903,-35.38982773,149.0908203,2,2,4,house,ACT602
22/05/2008,550000,Kambah,2902,-35.39420319,149.0462952,2,NULL,4,house,ACT601
23/05/2008,444000,Theodore,2905,-35.446061,149.117714,2,1,3,house,ACT610
26/05/2008,NULL,Downer,2602,-35.23941803,149.1405487,1,2,3,house,ACT124
27/05/2008,535000,Pearce,2607,-35.36030197,149.0857086,1,NULL,3,house,ACT331
28/05/2008,50000,Latham,2615,NULL,NULL,2,2,4,house,ACT566
28/05/2008,542000,Chapman,2611,-35.35491562,149.0325928,2,NULL,4,house,ACT444
30/05/2008,357000,Banks,2906,-35.47468948,149.1008606,2,1,3,house,ACT614
2/06/2008,429000,Rivett,2611,NULL,NULL,1,NULL,3,house,ACT445
2/06/2008,1180000,Red Hill,2603,-35.33565521,149.1301117,2,1,4,house,ACT221
3/06/2008,375000,MacGregor,2615,NULL,NULL,1,NULL,4,house,ACT569
6/06/2008,526000,Curtin,2605,-35.32715225,149.075943,1,NULL,3,house,ACT328
6/06/2008,760000,City,2601,NULL,NULL,2,1,3,house,ACT108
10/06/2008,439000,Mawson,2607,NULL,NULL,1,1,4,house,ACT333
10/06/2008,447250,Fisher,2611,-35.36310577,149.0599213,3,1,3,house,ACT443
10/06/2008,492500,O'Connor,2602,-35.2517128,149.1354675,1,2,3,house,ACT103
10/06/2008,727500,McKellar,2617,-35.22249603,149.0738678,2,2,4,house,ACT575
11/06/2008,450000,Kaleen,2617,-35.22100067,149.1092377,2,2,3,house,ACT553
11/06/2008,360100,Flynn,2615,-35.20568848,149.0374146,2,NULL,4,house,ACT571
11/06/2008,750000,Garran,2605,-35.34040451,149.1034241,2,NULL,3,house,ACT330
12/06/2008,317000,Belconnen,2617,NULL,NULL,0,1,2,house,ACT559
13/06/2008,365000,Gilmore,2905,NULL,NULL,2,1,3,house,ACT608
13/06/2008,670000,McKellar,2617,-35.21953583,149.0707855,2,1,4,house,ACT575
14/06/2008,419000,Wanniassa,2903,-35.3898468,149.0908203,2,2,4,house,ACT602
14/06/2008,515000,Gungahlin,2912,NULL,NULL,2,NULL,3,house,ACT710
16/06/2008,675000,Curtin,2605,-35.32873154,149.0784302,2,NULL,4,house,ACT328
16/06/2008,307000,Isabella Plains,2905,-35.4303093,149.0982513,1,1,2,house,ACT612
17/06/2008,340000,Banks,2906,-35.47782516,149.0994263,1,2,3,house,ACT614
17/06/2008,600000,Harrison,2914,NULL,NULL,2,NULL,4,house,ACT711
18/06/2008,350000,Ngunnawal,2913,NULL,NULL,1,2,3,house,ACT706
18/06/2008,362000,Spence,2615,-35.19605255,149.0608368,0,2,4,house,ACT576
19/06/2008,765000,Deakin,2600,-35.31745148,149.1077576,2,1,5,house,ACT215
19/06/2008,770000,O'Connor,2602,-35.24226379,149.1418152,1,1,4,house,ACT103
20/06/2008,469000,Fadden,2904,-35.39810944,149.1143341,1,2,4,house,ACT605
23/06/2008,367000,Palmerston,2913,NULL,NULL,1,1,3,house,ACT709
24/06/2008,465000,Theodore,2905,-35.4435753,149.122558,2,2,4,house,ACT610
25/06/2008,375000,Banks,2906,-35.47462463,149.0959015,2,2,3,house,ACT614
25/06/2008,505000,Fadden,2904,-35.40094376,149.1079254,2,2,4,house,ACT605
25/06/2008,605000,Downer,2602,-35.24128342,149.141037,2,1,3,house,ACT124
26/06/2008,325000,Ngunnawal,2913,NULL,NULL,0,2,3,house,ACT706
27/06/2008,421000,McKellar,2617,-35.21675873,149.0729675,2,1,3,house,ACT575
27/06/2008,550000,Wanniassa,2903,-35.39586258,149.1004944,2,3,4,house,ACT602
27/06/2008,590000,Nicholls,2913,NULL,NULL,2,2,4,house,ACT708
29/06/2008,522500,Dunlop,2615,NULL,NULL,2,NULL,4,house,ACT578
30/06/2008,480000,Narrabundah,2604,-35.33770752,149.1456451,1,1,2,house,ACT218
30/06/2008,1165000,Farrer,2607,-35.37678146,149.1007538,3,NULL,5,house,ACT334
1/07/2008,670000,Fadden,2904,-35.40711212,149.1222229,2,3,4,house,ACT605
3/07/2008,345000,Cook,2614,NULL,NULL,1,NULL,2,house,ACT557
4/07/2008,375000,Gilmore,2905,NULL,NULL,2,1,3,house,ACT608
5/07/2008,50000,Oxley,2903,NULL,NULL,3,2,4,house,ACT623
5/07/2008,2000000,Reid,2612,-35.28427887,149.1373444,2,2,4,house,ACT109
7/07/2008,392500,Scullin,2614,-35.23771667,149.0343781,0,2,4,house,ACT564
7/07/2008,445000,Kaleen,2617,-35.2142601,149.1081238,3,1,4,house,ACT553
8/07/2008,383000,Rivett,2611,NULL,NULL,2,NULL,3,house,ACT445
10/07/2008,418000,Banks,2906,-35.47799301,149.1000366,1,1,3,house,ACT614
10/07/2008,860000,Griffith,2603,-35.32737732,149.1395416,0,1,2,house,ACT220
11/07/2008,350000,Calwell,2905,-35.434713,149.110749,1,1,2,house,ACT611
11/07/2008,355200,Holt,2615,NULL,NULL,2,1,3,house,ACT568
11/07/2008,418000,Duffy,2611,-35.34281921,149.0298615,0,NULL,3,house,ACT446
11/07/2008,442000,Scullin,2614,-35.23886871,149.0354614,4,2,4,house,ACT564
14/07/2008,360000,Isabella Plains,2905,-35.42887878,149.0991821,3,1,3,house,ACT612
14/07/2008,495000,Conder,2906,-35.4549154,149.1020501,3,1,4,house,ACT613
16/07/2008,315000,Ngunnawal,2913,NULL,NULL,1,1,3,house,ACT706
16/07/2008,468000,Dickson,2602,-35.25102615,149.1493683,1,1,3,house,ACT102
16/07/2008,605000,Curtin,2605,-35.32567978,149.0791626,1,NULL,3,house,ACT328
16/07/2008,1090000,Griffith,2603,-35.32443237,149.1408081,3,2,4,house,ACT220
17/07/2008,558000,Farrer,2607,-35.37513351,149.1000671,2,NULL,4,house,ACT334
18/07/2008,700000,Aranda,2614,-35.26106644,149.0852203,2,1,3,house,ACT556
18/07/2008,1300000,O'Connor,2602,-35.24340439,149.1461029,2,1,4,house,ACT103
19/07/2008,320000,Theodore,2905,-35.447911,149.129345,1,1,3,house,ACT610
21/07/2008,675000,Narrabundah,2604,-35.33905411,149.1504669,1,1,3,house,ACT218
23/07/2008,450000,Gungahlin,2912,NULL,NULL,2,2,4,house,ACT710
23/07/2008,415000,Kaleen,2617,-35.23680878,149.1043549,1,2,3,house,ACT553
23/07/2008,480000,Conder,2906,-35.456222,149.101372,2,1,4,house,ACT613
23/07/2008,553000,Torrens,2607,-35.37715912,149.0888977,2,2,4,house,ACT332
23/07/2008,885000,Pearce,2607,-35.35660934,149.0843506,2,NULL,4,house,ACT331
24/07/2008,350000,Wanniassa,2903,-35.3951149,149.0878601,1,1,3,house,ACT602
25/07/2008,320000,Banks,2906,-35.467883,149.09999,0,1,3,house,ACT614
25/07/2008,370000,Flynn,2615,-35.2093544,149.0387573,2,2,4,house,ACT571
26/07/2008,564000,Curtin,2605,-35.32529449,149.0805969,1,NULL,3,house,ACT328
28/07/2008,50000,Bonython,2905,NULL,NULL,2,1,3,house,ACT619
28/07/2008,365000,Theodore,2905,-35.4465319,149.1197079,0,1,3,house,ACT610
28/07/2008,390000,Weston,2611,-35.34707642,149.066391,1,NULL,3,house,ACT441
29/07/2008,927000,Yarralumla,2600,NULL,NULL,2,2,4,house,ACT212
30/07/2008,360000,Evatt,2617,-35.21221542,149.0799103,2,1,3,house,ACT574
30/07/2008,390000,Dunlop,2615,NULL,NULL,2,NULL,4,house,ACT578
31/07/2008,440000,Flynn,2615,-35.21379471,149.0441742,2,2,4,house,ACT571
1/08/2008,350000,Latham,2615,-35.22462082,149.0346527,1,2,2,house,ACT566
1/08/2008,430000,Waramanga,2611,NULL,NULL,4,NULL,3,house,ACT442
1/08/2008,595000,Ainslie,2601,-35.26441956,149.1377258,2,2,3,house,ACT104
2/08/2008,550000,Ainslie,2602,-35.25174713,149.1529388,0,2,3,house,ACT104
4/08/2008,350000,Conder,2906,-35.44778442,149.0928345,1,2,3,house,ACT613
4/08/2008,365000,Evatt,2617,-35.21042633,149.0737457,3,1,3,house,ACT574
4/08/2008,585000,Waramanga,2611,NULL,NULL,2,NULL,3,house,ACT442
4/08/2008,602500,Dickson,2912,-35.2510643,149.1516876,2,1,4,house,ACT102
5/08/2008,359000,Gordon,2906,-35.459061,149.078704,2,1,3,house,ACT616
5/08/2008,475000,Kambah,2902,-35.38494492,149.0532227,2,NULL,3,house,ACT601
6/08/2008,315000,Higgins,2615,NULL,NULL,2,NULL,3,house,ACT567
6/08/2008,320000,Spence,2615,-35.20625305,149.0652618,2,1,4,house,ACT576
6/08/2008,325000,Melba,2617,NULL,NULL,2,4,4,house,ACT572
6/08/2008,341000,Florey,2615,NULL,NULL,2,1,3,house,ACT560
6/08/2008,540000,Evatt,2617,-35.20376968,149.0765991,2,3,4,house,ACT574
7/08/2008,395000,Latham,2615,-35.22420883,149.0324097,1,1,4,house,ACT566
8/08/2008,350000,MacGregor,2615,NULL,NULL,2,NULL,3,house,ACT569
9/08/2008,370000,Giralang,2617,-35.21006775,149.0966187,1,1,3,house,ACT552
9/08/2008,620000,Watson,2602,NULL,NULL,2,1,4,house,ACT125
9/08/2008,631000,Banks,2906,-35.46618652,149.091568,2,2,4,house,ACT614
11/08/2008,450000,Watson,2602,NULL,NULL,1,2,3,house,ACT125
11/08/2008,405000,Spence,2615,-35.19810486,149.0635071,3,1,4,house,ACT576
12/08/2008,675000,Forde,2914,NULL,NULL,2,NULL,4,house,ACT716
12/08/2008,548000,Curtin,2605,-35.32930756,149.0763855,1,NULL,3,house,ACT328
13/08/2008,405000,Higgins,2615,NULL,NULL,6,1,4,house,ACT567
13/08/2008,420000,Rivett,2611,-35.34589386,149.0310059,2,NULL,3,house,ACT445
13/08/2008,531500,Weston,2611,-35.34357452,149.0533295,1,NULL,4,house,ACT441
14/08/2008,350000,Gordon,2906,-35.44732285,149.0887299,1,1,3,house,ACT616
14/08/2008,350000,Weston,2611,-35.33469009,149.0541229,0,NULL,2,house,ACT441
14/08/2008,450000,Nicholls,2913,NULL,NULL,2,2,4,house,ACT708
15/08/2008,50000,Isabella Plains,2905,-35.42475128,149.1000519,2,2,3,house,ACT612
15/08/2008,875000,Nicholls,2913,-35.183476,149.104682,3,3,6,house,ACT708
15/08/2008,365000,Gordon,2906,-35.474417,149.089786,2,1,3,house,ACT616
15/08/2008,375000,Chisholm,2905,-35.42004776,149.1200409,1,1,3,house,ACT609
15/08/2008,402000,Fisher,2611,-35.36070633,149.0617065,1,1,3,house,ACT443
15/08/2008,420000,Kambah,2902,-35.3919487,149.0316315,2,NULL,3,house,ACT601
15/08/2008,550000,Palmerston,2913,NULL,NULL,2,2,2,house,ACT709
15/08/2008,585000,Nicholls,2913,NULL,NULL,2,2,4,house,ACT708
16/08/2008,350000,Banks,2906,-35.46655655,149.0993805,2,1,3,house,ACT614
18/08/2008,675000,Theodore,2905,-35.449719,149.127051,5,3,5,house,ACT610
18/08/2008,279500,Latham,2615,-35.21788025,149.0323486,1,1,2,house,ACT566
19/08/2008,675000,Nicholls,2913,-35.18331146,149.097702,2,2,4,house,ACT708
19/08/2008,550000,Calwell,2905,-35.43995285,149.1078644,2,2,4,house,ACT611
19/08/2008,330000,Dunlop,2615,NULL,NULL,2,NULL,3,house,ACT578
19/08/2008,360000,Evatt,2617,-35.20924377,149.0753784,2,1,3,house,ACT574
19/08/2008,370000,Theodore,2905,-35.44532776,149.1179504,2,1,3,house,ACT610
20/08/2008,450000,Kambah,2902,-35.38221741,149.047287,2,NULL,4,house,ACT601
20/08/2008,450000,MacGregor,2615,NULL,NULL,1,NULL,4,house,ACT569
20/08/2008,405000,Weston,2611,-35.332798,149.0578003,2,NULL,3,house,ACT441
21/08/2008,395000,Palmerston,2913,NULL,NULL,2,2,3,house,ACT709
21/08/2008,490000,Bruce,2617,NULL,NULL,0,2,4,house,ACT555
21/08/2008,530000,Bonython,2905,NULL,NULL,2,2,5,house,ACT619
21/08/2008,680000,Pearce,2607,-35.36488724,149.0774078,2,NULL,4,house,ACT331
22/08/2008,350000,Conder,2906,-35.46591949,149.1074066,2,2,3,house,ACT613
22/08/2008,450000,Curtin,2605,-35.33082199,149.0769348,1,NULL,4,house,ACT328
22/08/2008,495000,Curtin,2605,-35.31742477,149.074295,1,NULL,4,house,ACT328
22/08/2008,805000,Bruce,2617,NULL,NULL,2,2,4,house,ACT555
23/08/2008,630000,Farrer,2607,-35.38328171,149.1121063,2,NULL,4,house,ACT334
25/08/2008,875000,Griffith,2603,-35.33504486,149.131485,1,1,4,house,ACT220
25/08/2008,550000,Fisher,2611,-35.35959244,149.0634308,2,2,4,house,ACT443
25/08/2008,400000,Nicholls,2913,-35.17922211,149.0922852,2,2,3,house,ACT708
26/08/2008,50000,Bonython,2905,NULL,NULL,3,2,3,house,ACT619
26/08/2008,350000,Holt,2615,NULL,NULL,2,2,3,house,ACT568
26/08/2008,50000,Conder,2906,-35.46292,149.109664,2,2,3,house,ACT613
27/08/2008,345000,Scullin,2614,-35.23984528,149.035965,1,1,3,house,ACT564
27/08/2008,440000,Ngunnawal,2913,NULL,NULL,2,2,3,house,ACT706
27/08/2008,510000,Chapman,2611,-35.35264206,149.0343323,2,NULL,4,house,ACT444
28/08/2008,50000,Gordon,2906,-35.474226,149.089019,1,2,4,house,ACT616
28/08/2008,310000,Theodore,2905,-35.45259476,149.1225891,2,1,3,house,ACT610
29/08/2008,330000,Palmerston,2912,NULL,NULL,2,2,3,house,ACT709
29/08/2008,337500,Nicholls,2913,-35.18850327,149.0930176,1,1,3,house,ACT708
29/08/2008,370000,Conder,2906,-35.44762421,149.0942535,1,1,4,house,ACT613
29/08/2008,395000,Lyneham,2602,NULL,NULL,1,1,3,house,ACT101
29/08/2008,465000,Harrison,2914,NULL,NULL,2,NULL,4,house,ACT711
30/08/2008,342000,Gilmore,2905,NULL,NULL,2,1,3,house,ACT608
1/09/2008,350000,Ngunnawal,2913,NULL,NULL,1,1,3,house,ACT706
1/09/2008,675000,Hughes,2605,-35.33699799,149.0925903,2,NULL,4,house,ACT327
1/09/2008,875000,Deakin,2600,-35.31867981,149.1039887,2,2,3,house,ACT215
1/09/2008,50000,Conder,2906,-35.46541977,149.1009369,2,2,4,house,ACT613
1/09/2008,350000,Dunlop,2615,NULL,NULL,1,1,3,house,ACT578
1/09/2008,300000,Ngunnawal,2913,NULL,NULL,1,2,3,house,ACT706
1/09/2008,380000,Oxley,2903,-35.40887833,149.0782013,2,1,3,house,ACT623
2/09/2008,675000,Gungahlin,2912,NULL,NULL,2,1,4,house,ACT710
2/09/2008,345000,Conder,2906,-35.45939255,149.1013641,2,2,3,house,ACT613
2/09/2008,370000,Charnwood,2615,NULL,NULL,2,2,4,house,ACT570
2/09/2008,495000,Conder,2906,-35.45627975,149.1046143,2,1,4,house,ACT613
2/09/2008,541000,Forde,2914,NULL,NULL,2,NULL,4,house,ACT716
2/09/2008,955000,Red Hill,2603,-35.3355751,149.1259613,2,2,6,house,ACT221
2/09/2008,1380000,Deakin,2600,-35.3156929,149.1081696,4,3,5,house,ACT215
3/09/2008,372000,Holt,2615,-35.22996521,149.0138702,2,2,3,house,ACT568
3/09/2008,415000,Giralang,2617,-35.20912933,149.089325,1,1,3,house,ACT552
4/09/2008,350000,Gordon,2906,-35.44689178,149.0850678,1,1,3,house,ACT616
4/09/2008,350000,Holt,2615,-35.22075272,149.0023956,0,2,3,house,ACT568
4/09/2008,50000,Wanniassa,2903,-35.39773941,149.0779572,2,1,3,house,ACT602
4/09/2008,450000,Weston,2611,-35.33884048,149.0565186,1,NULL,3,house,ACT441
4/09/2008,335000,Ngunnawal,2913,NULL,NULL,1,1,3,house,ACT706
4/09/2008,1150000,Nicholls,2913,-35.17922211,149.0922852,2,2,5,house,ACT708
5/09/2008,320000,Palmerston,2913,NULL,NULL,1,1,2,house,ACT709
5/09/2008,387000,Dunlop,2615,NULL,NULL,2,2,3,house,ACT578
5/09/2008,395000,Amaroo,2914,NULL,NULL,2,NULL,3,house,ACT707
5/09/2008,400000,Isabella Plains,2905,-35.43539429,149.0926056,1,2,4,house,ACT612
5/09/2008,426000,Kaleen,2617,-35.23560715,149.1095276,1,1,3,house,ACT553
5/09/2008,552000,Forde,2914,NULL,NULL,2,NULL,4,house,ACT716
6/09/2008,50000,Kambah,2902,-35.38986588,149.0343323,1,NULL,3,house,ACT601
6/09/2008,675000,Cook,2614,NULL,NULL,2,1,4,house,ACT557
8/09/2008,450000,Farrer,2607,-35.38061523,149.1053162,1,NULL,3,house,ACT334
8/09/2008,349000,Holt,2615,-35.22104263,149.0022888,2,1,3,house,ACT568
8/09/2008,360500,Bonython,2900,NULL,NULL,2,1,3,house,ACT619
8/09/2008,740000,Deakin,2600,-35.31816864,149.1109772,0,3,3,house,ACT215
10/09/2008,371600,Holt,2614,-35.22360611,149.0023193,2,2,4,house,ACT568
11/09/2008,380000,Farrer,2607,-35.37902451,149.1013184,1,NULL,3,house,ACT334
11/09/2008,450000,McKellar,2617,-35.21894455,149.0728302,2,2,3,house,ACT575
12/09/2008,350000,Holt,2615,-35.22040176,149.0191956,2,1,3,house,ACT568
12/09/2008,50000,Isabella Plains,2905,-35.43104935,149.0977936,1,1,3,house,ACT612
12/09/2008,350000,Higgins,2615,-35.23789215,149.026535,2,1,3,house,ACT567
12/09/2008,50000,Hawker,2614,NULL,NULL,2,3,4,house,ACT563
12/09/2008,350000,Scullin,2615,-35.23181915,149.0419464,1,1,3,house,ACT564
12/09/2008,427000,Evatt,2617,-35.21332932,149.0704498,2,2,4,house,ACT574
13/09/2008,477000,Palmerston,2913,NULL,NULL,0,2,4,house,ACT709
13/09/2008,479000,Kaleen,2617,-35.23487473,149.1004028,1,1,3,house,ACT553
15/09/2008,50000,Forrest,2603,-35.31715775,149.1316681,2,3,5,house,ACT216
15/09/2008,50000,Florey,2615,NULL,NULL,2,1,5,house,ACT560
15/09/2008,321000,Calwell,2905,-35.43438721,149.1021729,1,1,2,house,ACT611
15/09/2008,405000,Evatt,2617,-35.2028389,149.0719757,2,2,3,house,ACT574
16/09/2008,357000,Scullin,2614,-35.23871613,149.0402985,1,1,3,house,ACT564
16/09/2008,360000,Latham,2615,-35.21866226,149.0379639,2,1,4,house,ACT566
16/09/2008,365000,Belconnen,2617,-35.246315,149.0699768,2,1,3,house,ACT559
16/09/2008,585000,Kaleen,2617,-35.22081375,149.1054535,2,1,4,house,ACT553
17/09/2008,2000000,Deakin,2600,-35.3176651,149.1088104,2,2,4,house,ACT215
17/09/2008,350000,MacGregor,2615,NULL,NULL,1,NULL,3,house,ACT569
17/09/2008,NULL,Rivett,2611,-35.34664917,149.0325165,2,NULL,3,house,ACT445
17/09/2008,343000,Higgins,2615,-35.23990631,149.0284119,2,1,3,house,ACT567
17/09/2008,410000,Amaroo,2914,NULL,NULL,2,4,3,house,ACT707
17/09/2008,420000,Wanniassa,2903,-35.39445496,149.0937805,2,2,4,house,ACT602
17/09/2008,420000,Page,2614,NULL,NULL,1,NULL,3,house,ACT561
17/09/2008,720000,Yarralumla,2600,NULL,NULL,2,3,3,house,ACT212
17/09/2008,720000,Hawker,2614,NULL,NULL,3,3,5,house,ACT563
18/09/2008,320000,Ngunnawal,2913,NULL,NULL,1,2,3,house,ACT706
18/09/2008,474000,Kambah,2902,-35.38963318,149.0564423,2,NULL,4,house,ACT601
18/09/2008,860000,Pearce,2607,-35.36543655,149.0838776,2,NULL,3,house,ACT331
19/09/2008,350000,Higgins,2615,-35.23146439,149.0216522,4,1,3,house,ACT567
19/09/2008,550000,Pearce,2607,-35.3662796,149.0783386,2,NULL,4,house,ACT331
19/09/2008,460000,Ngunnawal,2913,NULL,NULL,2,1,3,house,ACT706
19/09/2008,592000,Ainslie,2602,-35.2550621,149.153122,1,1,2,house,ACT104
19/09/2008,695000,Nicholls,2913,-35.19041443,149.0898438,2,2,5,house,ACT708
20/09/2008,550000,O'Connor,2602,-35.23941803,149.1405487,1,1,3,house,ACT103
20/09/2008,346000,Giralang,2617,-35.21009064,149.0932007,2,1,3,house,ACT552
22/09/2008,450000,Franklin,2913,NULL,NULL,2,NULL,4,house,ACT902
22/09/2008,550000,Fisher,2611,-35.36370468,149.0511475,2,2,4,house,ACT443
22/09/2008,675000,Isaacs,2607,-35.3733902,149.1122284,2,2,4,house,ACT336
22/09/2008,349950,MacGregor,2615,NULL,NULL,3,NULL,3,house,ACT569
22/09/2008,355000,Gordon,2906,-35.47421646,149.0901032,1,1,3,house,ACT616
22/09/2008,362000,Ngunnawal,2913,NULL,NULL,2,2,3,house,ACT706
22/09/2008,373000,Gilmore,2905,-35.418086,149.127996,2,1,3,house,ACT608
22/09/2008,399000,Holder,2611,NULL,NULL,1,NULL,4,house,ACT447
22/09/2008,422250,Gilmore,2905,-35.42051697,149.1425171,6,2,3,house,ACT608
22/09/2008,445000,Rivett,2611,-35.34594345,149.0289307,2,NULL,3,house,ACT445
22/09/2008,475000,Melba,2615,-35.20138931,149.0548554,2,1,4,house,ACT572
22/09/2008,485000,Wanniassa,2903,-35.38896179,149.0935516,2,1,5,house,ACT602
22/09/2008,560500,Curtin,2605,-35.331205,149.076131,2,NULL,4,house,ACT328
22/09/2008,590000,Gordon,2906,-35.47079468,149.0904999,2,3,4,house,ACT616
22/09/2008,595000,Dunlop,2615,NULL,NULL,4,2,4,house,ACT578
